row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
_chr9_000791,3195.09622096281,-11.3401742172851,0.414958679517479,-27.3284420281838,1.94844096306201e-164,4.92078765221311e-160
_chr5_002119,2509.41182607879,-11.0946876814501,0.461805082227921,-24.024611483107,1.53838490367244e-127,1.94259553711237e-123
_chr9_000366,2511.15486005616,-11.2016891155547,0.482541057545737,-23.2139606368998,3.29119097038823e-119,2.77063426523849e-115
_chr2_002473,1212.61119901607,-6.88622138319899,0.31195056860581,-22.0747197672225,5.53060663860891e-108,3.4918867664517e-104
_chr2_002470,479.95825497666,-4.21636134068956,0.202160621919306,-20.8564917374095,1.33082986044962e-96,6.72202162513101e-93
_chr10_000015,662.667401788645,-7.21312179177562,0.391359271763704,-18.430946478587,7.41739651455428e-76,3.12210581625114e-72
_chr12_002907,820.019135865907,-2.79881642606939,0.153556131230769,-18.2266667155298,3.17066775749081e-74,1.143931631649e-70
_chr3_003597,451.497574848398,-7.39401631750334,0.429924273035567,-17.1984155844386,2.72891882586845e-66,8.61485561841348e-63
_chr4_001291,604.128989426707,-8.50356809621974,0.503665031092572,-16.8833799673832,5.96308167658695e-64,1.67330697491337e-60
_chr11_001018,1836.84875081761,-9.48954832935522,0.572499597102923,-16.57564193473,1.0454058383897e-61,2.6401724448532e-58
_chr12_004881,1663.32743516374,-2.84215494568983,0.171541861103828,-16.5682879234334,1.18141890409589e-61,2.71243040208561e-58
_chr8_001618,319.468160856626,-8.46465351175106,0.514474502711231,-16.4530087830265,7.98034267201083e-61,1.67952961818028e-57
_chr11_000991,440.123957281567,-7.41323705115951,0.454843695515416,-16.298427623052,1.01263847964201e-59,1.96724498487376e-56
_chr7_001115,3547.470160102,-8.80852571697707,0.55023056921112,-16.0087901506564,1.10946213760787e-57,2.00139044894905e-54
_chr4_000814,937.120972721519,-3.09919714799694,0.193903178118762,-15.9832199660943,1.67277247962465e-57,2.81639126486138e-54
_chr10_002719,1062.92585479742,-3.84916351840996,0.256534219674481,-15.0044837031653,6.86228315689394e-51,1.08316850704598e-47
_chr1_004050,211.814765499588,-5.2598029169697,0.354444849499878,-14.8395523997352,8.12965812489214e-50,1.2077324467303e-46
_chr1_004006,1398.55067499216,-3.08158686640154,0.20851807776895,-14.7785117692103,2.01571008151032e-49,2.8281532282524e-46
_chr10_001220,423.420033992093,-7.15229804214941,0.484153596237156,-14.7727871851766,2.1944686432679e-49,2.91691082030162e-46
_chr8_000362,807.473863140242,-2.04904137043446,0.143982406869125,-14.231192650481,5.86725255162554e-46,7.40887315956516e-43
_chr6_001542,2801.04259608135,-10.8088771624882,0.762723220976624,-14.1714279377099,1.37672333022117e-45,1.6556737002255e-42
_chr9_000107,541.733537661995,-6.37265716497684,0.450433241001613,-14.1478394241202,1.92583698346299e-45,2.21077331897081e-42
_chr9_002242,119.143399886584,-5.78749184132102,0.410038149256769,-14.1145204459911,3.09111521140779e-45,3.39417889843929e-42
_chr5_000482,15426.1540394212,-9.50750362119762,0.673894287288846,-14.1083012581208,3.37612922017479e-45,3.55267264397976e-42
_chr5_003266,623.171495908848,-1.36082759121651,0.0969012706564882,-14.0434442396592,8.45037899523948e-45,8.53657286099092e-42
_chr9_000519,3602.04624994963,1.19040694504558,0.0853173493581443,13.952694897359,3.02938695316394e-44,2.94258336546751e-41
_chr4_001185,392.458266487964,-4.52371092521682,0.328118948473468,-13.7868018481189,3.0602900802837e-43,2.86250466583573e-40
_chr11_003401,173.073767765589,-7.29759909067317,0.532435315655435,-13.706076355378,9.33723051567293e-43,8.42184845261857e-40
