chr10	691030	695790	copia_Ale	1.0000	100.0	227.0	227	227	0.000000
chr10	777240	781771	copia_Ale	1.0000	100.0	207.0	207	207	0.000000
chr10	1099376	1112279	gypsy_Athila	0.9868	98.1	1599.5	1602	1597	0.017139
chr10	1857752	1865850	gypsy_Retand	0.9966	99.7	588.0	588	588	0.003411
chr10	2001140	2010041	copia_Angela	0.9939	99.0	992.0	990	994	0.007102
chr10	2300441	2310495	gypsy_Retand	0.9828	96.2	705.5	707	704	0.023250
chr10	2364289	2377481	gypsy_Ogre	1.0000	100.0	686.0	686	686	0.000000
chr10	2598183	2606921	copia_Angela	0.9984	99.1	1259.5	1256	1263	0.003193
chr10	2890224	2901627	copia_SIRE	0.9986	99.4	1398.5	1402	1395	0.001435
chr10	3019983	3025106	copia_Ale	1.0000	100.0	190.0	190	190	0.000000
chr10	3116395	3127207	gypsy_Retand	0.9888	98.9	713.0	713	713	0.011299
chr10	3217497	3225977	gypsy_Athila	0.9774	96.6	1512.5	1513	1512	0.027779
chr10	3233523	3239805	gypsy_Retand	0.9955	99.5	664.0	664	664	0.004533
chr10	3311518	3320022	gypsy_Retand	0.9860	96.2	578.0	582	574	0.023192
chr10	3523300	3531302	gypsy_Athila	0.9980	99.8	1528.0	1528	1528	0.001966
chr10	3586858	3594537	gypsy_Athila	0.9994	99.9	1545.0	1545	1545	0.000648
chr10	3675928	3695265	gypsy_Ogre	0.9971	98.7	2394.0	2400	2388	0.004209
chr10	4306938	4313922	gypsy_Athila	1.0000	100.0	870.0	870	870	0.000000
chr10	4440725	4448981	gypsy_Tekay	0.9741	95.0	1329.5	1327	1332	0.032739
chr10	4706030	4716130	gypsy_Tekay	0.9922	98.5	2711.0	2713	2709	0.010049
chr10	4971347	4982536	copia_SIRE	0.9810	97.5	1373.0	1371	1375	0.019279
chr10	5270107	5289468	gypsy_Ogre	0.9879	97.6	2416.5	2418	2415	0.018122
chr10	5348954	5359821	gypsy_Retand	0.9915	99.2	591.0	591	591	0.008517
chr10	5577618	5582875	copia_Ale	1.0000	100.0	234.0	234	234	0.000000
chr10	5655028	5665878	gypsy_Retand	0.9725	95.8	585.5	584	587	0.028018
chr10	6012847	6023258	gypsy_Retand	0.9752	97.5	565.0	565	565	0.025287
chr10	6146701	6153497	copia_Ale	0.9761	97.6	209.0	209	209	0.024462
chr10	6283236	6293357	gypsy_Retand	0.9792	95.3	585.0	590	580	0.030055
chr10	6481548	6489844	gypsy_Tekay	0.9753	96.2	1343.5	1341	1346	0.025195
chr10	6500017	6510582	copia_SIRE	0.9918	98.8	1588.0	1586	1590	0.008245
chr10	6521502	6532339	gypsy_Retand	1.0000	100.0	567.0	567	567	0.000000
chr10	6568349	6577890	gypsy_Tekay	0.9985	99.8	2068.0	2067	2069	0.001453
chr10	6668457	6677987	gypsy_Tekay	0.9818	96.9	2436.0	2430	2442	0.023112
chr10	6980404	6988626	gypsy_Tekay	0.9817	95.6	1328.5	1328	1329	0.028718
chr10	7179669	7191881	gypsy_Athila	0.9978	99.8	1394.0	1394	1394	0.002157
chr10	7223980	7232855	copia_Angela	0.9950	99.5	990.0	990	990	0.005068
chr10	8178497	8198181	gypsy_Ogre	0.9897	97.6	2432.0	2441	2423	0.015902
chr10	8304302	8312613	gypsy_Tekay	0.9799	96.3	1355.0	1359	1351	0.024997
chr10	8340642	8348563	gypsy_Retand	0.9828	96.8	584.0	586	582	0.022750
chr10	8434678	8444252	gypsy_Tekay	0.9865	98.1	2455.5	2457	2454	0.014039
chr10	9089340	9097593	gypsy_Retand	0.9965	99.1	566.5	567	566	0.003551
chr10	9156676	9162636	gypsy_Retand	0.9967	98.1	616.0	619	613	0.013171
chr10	9172945	9181226	gypsy_Tekay	0.9841	96.7	1333.0	1329	1337	0.017623
chr10	9263547	9274299	gypsy_Athila	0.9984	99.7	2559.5	2561	2558	0.001565
chr10	9274957	9282695	gypsy_Retand	1.0000	98.6	566.0	562	570	0.000000
chr10	9525675	9530356	copia_Ale	1.0000	100.0	173.0	173	173	0.000000
chr10	9677497	9688085	copia_SIRE	0.9987	99.8	1582.5	1583	1582	0.001266
chr10	9851821	9856910	copia_Ale	1.0000	100.0	250.0	250	250	0.000000
chr10	10016388	10024442	gypsy_Retand	1.0000	100.0	567.0	567	567	0.000000
chr10	10118374	10126701	gypsy_Retand	0.9806	94.2	576.0	579	573	0.041803
chr10	10176451	10181905	gypsy_Retand	0.9965	99.6	568.0	568	568	0.003528
chr10	10367294	10377438	gypsy_Retand	0.9929	97.9	565.0	567	563	0.014378
chr10	10385432	10395945	gypsy_Retand	0.9804	98.0	562.0	562	562	0.019963
chr10	10557792	10559409	copia_Ale	1.0000	100.0	215.0	215	215	0.000000
chr10	10615405	10620503	gypsy_Reina	1.0000	100.0	305.0	305	305	0.000000
chr10	10740970	10746308	copia_Tork	1.0000	100.0	652.0	652	652	0.000000
chr10	11114488	11127216	gypsy_Athila	0.9975	99.2	1190.5	1190	1191	0.003373
chr10	11148077	11154756	gypsy_Athila	1.0000	100.0	1438.0	1438	1438	0.000000
chr10	11154979	11157205	copia_Ale	0.9925	99.2	133.0	133	133	0.007550
chr10	11208779	11215221	gypsy_Retand	0.9813	97.0	590.5	590	591	0.020694
chr10	11272118	11280006	gypsy_Athila	0.9847	97.3	1644.0	1640	1648	0.022417
chr10	11342942	11352571	gypsy_Athila	0.9872	98.1	1415.0	1419	1411	0.013607
chr10	11517023	11528653	gypsy_Ogre	0.9911	97.9	677.5	681	674	0.010444
chr10	11534421	11542666	gypsy_Tekay	0.9962	97.0	1328.5	1334	1323	0.007655
chr10	11559307	11570518	copia_SIRE	0.9978	99.5	1367.5	1368	1367	0.004402
chr10	11621549	11629955	gypsy_Tekay	0.9921	99.1	1017.5	1017	1018	0.007915
chr10	11774496	11784760	gypsy_Retand	0.9982	99.8	546.0	546	546	0.001833
chr10	11827350	11832086	copia_Ale	1.0000	100.0	176.0	176	176	0.000000
chr10	11851011	11855618	copia_Ale	1.0000	100.0	195.0	195	195	0.000000
chr10	11876696	11887739	gypsy_Retand	0.9850	97.5	604.0	605	603	0.015145
chr10	11902979	11906965	copia_Ale	0.9893	97.9	187.0	188	186	0.010853
chr10	11908353	11912986	copia_Ale	1.0000	100.0	220.0	220	220	0.000000
chr10	11944560	11956780	gypsy_Ogre	0.9985	99.5	3312.5	3312	3313	0.001817
chr10	11976793	11980828	copia_Ale	1.0000	100.0	209.0	209	209	0.000000
chr10	11991380	11999736	gypsy_Tekay	0.9917	97.3	1338.5	1347	1330	0.010641
chr10	12035579	12039095	gypsy_Galadriel	0.9745	97.4	549.0	549	549	0.025949
chr10	12064057	12074986	gypsy_Retand	0.9796	97.8	589.5	589	590	0.020668
chr10	12276055	12287432	copia_SIRE	0.9967	98.2	1526.0	1537	1515	0.003310
chr10	12402484	12411498	gypsy_Athila	0.9924	99.0	2903.5	2902	2905	0.008679
chr10	12467320	12476131	gypsy_Tekay	0.9852	97.4	2721.5	2716	2727	0.019497
chr10	12511215	12523017	gypsy_Galadriel	0.9786	97.9	467.0	467	467	0.021754
chr10	12573724	12575801	copia_Ale	0.9875	98.8	160.0	160	160	0.012585
chr10	12584422	12594697	gypsy_Retand	0.9897	99.0	677.0	677	677	0.010398
chr10	12630325	12638796	gypsy_Tekay	0.9962	98.8	2372.0	2371	2373	0.007222
chr10	12858444	12863115	copia_Ale	1.0000	100.0	137.0	137	137	0.000000
chr10	12892648	12901063	gypsy_Tekay	0.9838	97.9	1361.0	1361	1361	0.016382
chr10	12928813	12939643	gypsy_Retand	0.9846	97.6	585.5	583	588	0.015653
chr10	12963011	12968241	copia_Ale	0.9970	99.7	335.0	335	335	0.002990
chr10	13008056	13018596	gypsy_Retand	0.9878	97.9	328.0	329	327	0.015448
chr10	13041169	13046275	copia_Ale	0.9908	99.1	218.0	218	218	0.009274
chr10	13048879	13057274	gypsy_Tekay	0.9926	99.1	1357.0	1358	1356	0.007415
chr10	13136679	13147769	gypsy_Retand	0.9851	98.2	607.0	607	607	0.015019
chr10	13471343	13479824	gypsy_Athila	0.9921	99.2	1512.0	1512	1512	0.007991
chr10	13645687	13652140	copia_Ikeros	0.9932	99.3	441.0	441	441	0.006838
chr10	13690000	13694588	copia_Ale	0.9650	95.1	201.5	203	200	0.036025
chr10	13701660	13707948	gypsy_Retand	0.9876	98.8	643.0	643	643	0.012563
chr10	13726946	13733276	gypsy_Retand	0.9829	98.3	643.0	643	643	0.017336
chr10	13739845	13749802	gypsy_Retand	0.9783	96.0	697.5	699	696	0.026506
chr10	13772475	13783347	gypsy_Retand	0.9796	98.0	586.0	586	586	0.020730
chr10	13804308	13810652	gypsy_Retand	0.9844	98.1	644.0	643	645	0.015731
chr10	13812732	13821258	gypsy_Retand	0.9809	97.7	575.0	576	574	0.019386
chr10	13835299	13841585	gypsy_Retand	0.9904	95.6	632.5	635	630	0.011335
chr10	13861325	13871566	gypsy_Retand	0.9984	99.8	628.0	628	628	0.001595
chr10	13878443	13887558	copia_Angela	0.9953	99.5	1275.5	1275	1276	0.004729
chr10	13919590	13929641	gypsy_Retand	0.9741	94.8	701.5	701	702	0.038363
chr10	13948029	13953103	copia_Ale	0.9958	99.6	239.0	239	239	0.004194
chr10	13956635	13964586	gypsy_Athila	0.9743	97.2	1516.5	1516	1517	0.026273
chr10	13972261	13982101	gypsy_Athila	0.9946	99.5	1485.0	1485	1485	0.005410
chr10	14076491	14085379	copia_Angela	0.9929	98.9	984.0	982	986	0.007160
chr10	14145221	14151263	copia_Ale	0.9899	99.0	199.0	199	199	0.010137
chr10	14288125	14299074	gypsy_Retand	0.9949	98.5	593.0	590	596	0.005099
chr10	14407862	14413028	copia_Ale	1.0000	100.0	276.0	276	276	0.000000
chr10	14601907	14607111	copia_Ale	1.0000	100.0	284.0	284	284	0.000000
chr10	14652489	14660566	gypsy_Retand	0.9667	92.8	582.5	583	582	0.035988
chr10	14780900	14789148	gypsy_Tekay	0.9839	95.5	1327.5	1327	1328	0.029665
chr10	14859781	14871006	copia_SIRE	0.9825	97.7	1372.5	1371	1374	0.021498
chr10	14890895	14899830	copia_Angela	0.9897	98.7	1261.5	1263	1260	0.010401
chr10	14935717	14944680	copia_Angela	0.9991	99.9	1072.0	1072	1072	0.000933
chr10	14946187	14961317	gypsy_Athila	0.9642	95.6	1516.0	1512	1520	0.037510
chr10	15073159	15084215	copia_SIRE	0.9978	99.5	1365.0	1367	1363	0.002204
chr10	15093268	15099205	gypsy_Retand	0.9656	93.3	591.5	593	590	0.047795
chr10	15128626	15136868	gypsy_Retand	0.9847	98.5	589.0	589	589	0.015441
chr10	15137227	15148048	gypsy_Retand	0.9881	97.3	594.5	598	591	0.011967
chr10	15161304	15169799	gypsy_Athila	0.9954	99.3	1533.0	1535	1531	0.004591
chr10	15354437	15365678	gypsy_Retand	0.9886	98.2	617.0	618	616	0.011488
chr10	15376368	15387044	gypsy_Retand	0.9809	96.7	579.0	583	575	0.019438
chr10	15627782	15636184	gypsy_Tekay	0.9896	98.6	1354.5	1352	1357	0.010433
