chr1	195784653	195784653	0	1	0	_chr1_002247.1
chr1	195784654	195784654	0	1	0	_chr1_002247.1
chr1	195784655	195784655	0	1	0	_chr1_002247.1
chr1	195784703	195784703	0	3	0	_chr1_002247.1
chr1	195784704	195784704	0	3	0	_chr1_002247.1
chr1	195784705	195784705	0	3	0	_chr1_002247.1
chr1	195784706	195784706	0	3	0	_chr1_002247.1
chr1	195784707	195784707	0	3	0	_chr1_002247.1
chr1	195784708	195784708	0	3	0	_chr1_002247.1
chr1	195784709	195784709	0	3	0	_chr1_002247.1
chr1	195784710	195784710	0	3	0	_chr1_002247.1
chr1	195784711	195784711	0	3	0	_chr1_002247.1
chr1	195784712	195784712	0	3	0	_chr1_002247.1
chr1	195784713	195784713	0	3	0	_chr1_002247.1
chr1	195784714	195784714	0	3	0	_chr1_002247.1
chr1	195784715	195784715	0	3	0	_chr1_002247.1
chr1	195784716	195784716	0	3	0	_chr1_002247.1
chr1	195784717	195784717	0	3	0	_chr1_002247.1
chr1	195784718	195784718	0	3	0	_chr1_002247.1
chr1	195784719	195784719	0	3	0	_chr1_002247.1
chr1	195784720	195784720	0	3	0	_chr1_002247.1
chr1	195784721	195784721	0	3	0	_chr1_002247.1
chr1	195784722	195784722	0	3	0	_chr1_002247.1
chr1	195784723	195784723	0	3	0	_chr1_002247.1
chr1	195784724	195784724	0	3	0	_chr1_002247.1
chr1	195784725	195784725	0	4	0	_chr1_002247.1
chr1	195784726	195784726	0	4	0	_chr1_002247.1
chr1	195784727	195784727	0	1	0	_chr1_002247.1
chr1	195784728	195784728	0	1	0	_chr1_002247.1
chr1	195784729	195784729	0	1	0	_chr1_002247.1
chr1	195784730	195784730	0	1	0	_chr1_002247.1
chr1	195784731	195784731	0	1	0	_chr1_002247.1
chr1	195784732	195784732	0	1	0	_chr1_002247.1
chr1	195784733	195784733	0	1	0	_chr1_002247.1
chr1	195784734	195784734	0	1	0	_chr1_002247.1
chr1	195784735	195784735	0	1	0	_chr1_002247.1
chr1	195784736	195784736	0	1	0	_chr1_002247.1
chr1	195784737	195784737	0	1	1	_chr1_002247.1
chr1	195784738	195784738	0	1	1	_chr1_002247.1
chr1	195784739	195784739	0	1	1	_chr1_002247.1
chr1	195784740	195784740	0	1	1	_chr1_002247.1
chr1	195784741	195784741	0	1	1	_chr1_002247.1
chr1	195784742	195784742	0	1	1	_chr1_002247.1
chr1	195784743	195784743	0	1	1	_chr1_002247.1
chr1	195784744	195784744	0	1	1	_chr1_002247.1
chr1	195784745	195784745	0	1	1	_chr1_002247.1
chr1	195784746	195784746	0	1	1	_chr1_002247.1
chr1	195784747	195784747	0	1	1	_chr1_002247.1
chr1	195784748	195784748	0	1	1	_chr1_002247.1
chr1	195784749	195784749	0	0	1	_chr1_002247.1
chr1	195784750	195784750	0	0	1	_chr1_002247.1
chr1	195784751	195784751	0	0	1	_chr1_002247.1
chr1	195784752	195784752	0	0	1	_chr1_002247.1
chr1	195784753	195784753	0	0	1	_chr1_002247.1
chr1	195784754	195784754	0	0	1	_chr1_002247.1
chr1	195784755	195784755	0	0	1	_chr1_002247.1
chr1	195784756	195784756	0	0	1	_chr1_002247.1
chr1	195784757	195784757	0	0	1	_chr1_002247.1
chr1	195784758	195784758	0	0	1	_chr1_002247.1
chr1	195784759	195784759	0	0	1	_chr1_002247.1
chr1	195784760	195784760	0	0	1	_chr1_002247.1
chr1	195784832	195784832	3	0	0	_chr1_002247.1
chr1	195784833	195784833	3	0	0	_chr1_002247.1
chr1	195784834	195784834	3	0	1	_chr1_002247.1
chr1	195784835	195784835	4	0	1	_chr1_002247.1
chr1	195784836	195784836	4	0	1	_chr1_002247.1
chr1	195784837	195784837	4	0	1	_chr1_002247.1
chr1	195784838	195784838	4	0	1	_chr1_002247.1
chr1	195784839	195784839	4	0	1	_chr1_002247.1
chr1	195784840	195784840	4	0	1	_chr1_002247.1
chr1	195784841	195784841	4	0	1	_chr1_002247.1
chr1	195784842	195784842	4	0	1	_chr1_002247.1
chr1	195784843	195784843	4	0	1	_chr1_002247.1
chr1	195784844	195784844	4	0	1	_chr1_002247.1
