chr1	195784693	195784693	4	4	CG	_chr1_002247.1
chr1	195784694	195784694	4	4	CG	_chr1_002247.1
chr1	195784732	195784732	6	6	CG	_chr1_002247.1
chr1	195784733	195784733	5	2	CG	_chr1_002247.1
chr1	195784793	195784793	3	3	CG	_chr1_002247.1
chr1	195784794	195784794	4	4	CG	_chr1_002247.1
chr1	195784831	195784831	3	3	CG	_chr1_002247.1
chr1	195784832	195784832	4	4	CG	_chr1_002247.1
chr1	195784895	195784895	4	4	CG	_chr1_002247.1
chr1	195784896	195784896	2	2	CG	_chr1_002247.1
chr1	195784922	195784922	3	2	CG	_chr1_002247.1
chr1	195784923	195784923	2	2	CG	_chr1_002247.1
chr1	195784966	195784966	3	3	CG	_chr1_002247.1
chr1	195784967	195784967	3	2	CG	_chr1_002247.1
chr1	195784981	195784981	2	2	CG	_chr1_002247.1
chr1	195784982	195784982	0	0	CG	_chr1_002247.1
chr1	195785245	195785245	8	0	CG	_chr1_002247.1
chr1	195785246	195785246	0	0	CG	_chr1_002247.1
chr1	195785388	195785388	1	1	CG	_chr1_002247.1
chr1	195785389	195785389	0	0	CG	_chr1_002247.1
chr1	195785501	195785501	0	0	CG	_chr1_002247.1
chr1	195785502	195785502	0	0	CG	_chr1_002247.1
chr1	195785508	195785508	0	0	CG	_chr1_002247.1
chr1	195785509	195785509	0	0	CG	_chr1_002247.1
chr1	195785622	195785622	0	0	CG	_chr1_002247.1
chr1	195785623	195785623	0	0	CG	_chr1_002247.1
chr1	195785626	195785626	0	0	CG	_chr1_002247.1
chr1	195785627	195785627	0	0	CG	_chr1_002247.1
chr1	195785671	195785671	0	0	CG	_chr1_002247.1
chr1	195785672	195785672	0	0	CG	_chr1_002247.1
chr1	195785862	195785862	0	0	CG	_chr1_002247.1
chr1	195785863	195785863	0	0	CG	_chr1_002247.1
chr1	195785964	195785964	1	1	CG	_chr1_002247.1
chr1	195785965	195785965	3	2	CG	_chr1_002247.1
chr1	195786029	195786029	1	1	CG	_chr1_002247.1
chr1	195786030	195786030	2	2	CG	_chr1_002247.1
chr1	195786065	195786065	1	1	CG	_chr1_002247.1
chr1	195786066	195786066	1	1	CG	_chr1_002247.1
chr1	195786207	195786207	2	1	CG	_chr1_002247.1
chr1	195786208	195786208	3	3	CG	_chr1_002247.1
chr1	195786245	195786245	2	1	CG	_chr1_002247.1
chr1	195786246	195786246	2	2	CG	_chr1_002247.1
chr1	195786249	195786249	2	1	CG	_chr1_002247.1
chr1	195786250	195786250	2	2	CG	_chr1_002247.1
chr1	195786277	195786277	1	1	CG	_chr1_002247.1
chr1	195786278	195786278	3	3	CG	_chr1_002247.1
chr1	195786291	195786291	1	0	CG	_chr1_002247.1
chr1	195786292	195786292	3	0	CG	_chr1_002247.1
chr1	195786301	195786301	1	0	CG	_chr1_002247.1
chr1	195786302	195786302	3	3	CG	_chr1_002247.1
chr1	195786304	195786304	1	1	CG	_chr1_002247.1
chr1	195786305	195786305	3	3	CG	_chr1_002247.1
chr1	195786388	195786388	0	0	CG	_chr1_002247.1
chr1	195786389	195786389	3	3	CG	_chr1_002247.1
chr1	195786391	195786391	0	0	CG	_chr1_002247.1
chr1	195786392	195786392	3	3	CG	_chr1_002247.1
chr1	195786431	195786431	0	0	CG	_chr1_002247.1
chr1	195786432	195786432	0	0	CG	_chr1_002247.1
chr1	195786471	195786471	0	0	CG	_chr1_002247.1
chr1	195786472	195786472	0	0	CG	_chr1_002247.1
chr1	195786478	195786478	0	0	CG	_chr1_002247.1
chr1	195786479	195786479	0	0	CG	_chr1_002247.1
chr1	195786489	195786489	0	0	CG	_chr1_002247.1
chr1	195786490	195786490	0	0	CG	_chr1_002247.1
chr1	195786499	195786499	0	0	CG	_chr1_002247.1
chr1	195786500	195786500	0	0	CG	_chr1_002247.1
chr1	195786514	195786514	1	1	CG	_chr1_002247.1
chr1	195786515	195786515	0	0	CG	_chr1_002247.1
chr1	195786516	195786516	1	1	CG	_chr1_002247.1
chr1	195786517	195786517	0	0	CG	_chr1_002247.1
chr1	195786524	195786524	1	0	CG	_chr1_002247.1
chr1	195786525	195786525	0	0	CG	_chr1_002247.1
chr1	195786595	195786595	2	0	CG	_chr1_002247.1
chr1	195786596	195786596	0	0	CG	_chr1_002247.1
chr1	195786615	195786615	2	0	CG	_chr1_002247.1
chr1	195786616	195786616	0	0	CG	_chr1_002247.1
chr1	195786647	195786647	1	0	CG	_chr1_002247.1
chr1	195786648	195786648	0	0	CG	_chr1_002247.1
chr1	195786650	195786650	1	0	CG	_chr1_002247.1
chr1	195786651	195786651	0	0	CG	_chr1_002247.1
chr1	195786666	195786666	1	0	CG	_chr1_002247.1
chr1	195786667	195786667	0	0	CG	_chr1_002247.1
chr1	195786715	195786715	0	0	CG	_chr1_002247.1
chr1	195786716	195786716	0	0	CG	_chr1_002247.1
chr1	195786792	195786792	0	0	CG	_chr1_002247.1
chr1	195786793	195786793	2	0	CG	_chr1_002247.1
chr1	195786858	195786858	0	0	CG	_chr1_002247.1
chr1	195786859	195786859	2	0	CG	_chr1_002247.1
chr1	195786873	195786873	0	0	CG	_chr1_002247.1
chr1	195786874	195786874	2	1	CG	_chr1_002247.1
chr1	195786891	195786891	0	0	CG	_chr1_002247.1
chr1	195786892	195786892	2	0	CG	_chr1_002247.1
chr1	195786998	195786998	2	0	CG	_chr1_002247.1
chr1	195786999	195786999	1	0	CG	_chr1_002247.1
chr1	195787001	195787001	2	0	CG	_chr1_002247.1
chr1	195787002	195787002	1	0	CG	_chr1_002247.1
chr1	195787031	195787031	2	0	CG	_chr1_002247.1
chr1	195787032	195787032	1	0	CG	_chr1_002247.1
chr1	195787074	195787074	3	0	CG	_chr1_002247.1
chr1	195787075	195787075	1	0	CG	_chr1_002247.1
chr1	195787077	195787077	3	0	CG	_chr1_002247.1
