chr1	195784653	195784653	0	2	3	_chr1_002247.1
chr1	195784654	195784654	0	2	4	_chr1_002247.1
chr1	195784655	195784655	0	1	4	_chr1_002247.1
chr1	195784656	195784656	0	1	4	_chr1_002247.1
chr1	195784657	195784657	0	0	3	_chr1_002247.1
chr1	195784658	195784658	0	0	3	_chr1_002247.1
chr1	195784659	195784659	0	0	3	_chr1_002247.1
chr1	195784660	195784660	0	1	2	_chr1_002247.1
chr1	195784661	195784661	0	1	2	_chr1_002247.1
chr1	195784662	195784662	0	1	2	_chr1_002247.1
chr1	195784663	195784663	0	1	2	_chr1_002247.1
chr1	195784664	195784664	0	1	1	_chr1_002247.1
chr1	195784665	195784665	0	1	1	_chr1_002247.1
chr1	195784666	195784666	0	1	1	_chr1_002247.1
chr1	195784667	195784667	0	1	1	_chr1_002247.1
chr1	195784668	195784668	0	1	1	_chr1_002247.1
chr1	195784669	195784669	0	1	1	_chr1_002247.1
chr1	195784670	195784670	0	1	1	_chr1_002247.1
chr1	195784671	195784671	0	1	1	_chr1_002247.1
chr1	195784672	195784672	0	1	1	_chr1_002247.1
chr1	195784673	195784673	0	1	1	_chr1_002247.1
chr1	195784674	195784674	0	1	1	_chr1_002247.1
chr1	195784675	195784675	0	1	1	_chr1_002247.1
chr1	195784676	195784676	0	1	1	_chr1_002247.1
chr1	195784677	195784677	0	1	1	_chr1_002247.1
chr1	195784678	195784678	0	1	0	_chr1_002247.1
chr1	195784679	195784679	0	1	0	_chr1_002247.1
chr1	195784680	195784680	0	1	0	_chr1_002247.1
chr1	195784681	195784681	0	1	0	_chr1_002247.1
chr1	195784682	195784682	0	1	0	_chr1_002247.1
chr1	195784683	195784683	0	1	0	_chr1_002247.1
chr1	195784702	195784702	0	6	0	_chr1_002247.1
chr1	195784703	195784703	0	9	0	_chr1_002247.1
chr1	195784704	195784704	0	9	0	_chr1_002247.1
chr1	195784705	195784705	0	9	0	_chr1_002247.1
chr1	195784706	195784706	0	9	0	_chr1_002247.1
chr1	195784707	195784707	0	9	0	_chr1_002247.1
chr1	195784708	195784708	0	9	0	_chr1_002247.1
chr1	195784709	195784709	0	9	0	_chr1_002247.1
chr1	195784710	195784710	0	9	0	_chr1_002247.1
chr1	195784711	195784711	0	9	0	_chr1_002247.1
chr1	195784712	195784712	0	9	0	_chr1_002247.1
chr1	195784713	195784713	0	9	0	_chr1_002247.1
chr1	195784714	195784714	0	9	0	_chr1_002247.1
chr1	195784715	195784715	0	9	0	_chr1_002247.1
chr1	195784716	195784716	0	9	0	_chr1_002247.1
chr1	195784717	195784717	0	9	0	_chr1_002247.1
chr1	195784718	195784718	0	9	0	_chr1_002247.1
chr1	195784719	195784719	0	9	0	_chr1_002247.1
chr1	195784720	195784720	0	9	0	_chr1_002247.1
chr1	195784721	195784721	0	9	0	_chr1_002247.1
chr1	195784722	195784722	0	9	0	_chr1_002247.1
chr1	195784723	195784723	0	9	0	_chr1_002247.1
chr1	195784724	195784724	0	9	0	_chr1_002247.1
chr1	195784725	195784725	0	9	0	_chr1_002247.1
chr1	195784726	195784726	0	3	0	_chr1_002247.1
chr1	195784764	195784764	0	1	0	_chr1_002247.1
chr1	195784765	195784765	0	1	0	_chr1_002247.1
chr1	195784766	195784766	0	1	0	_chr1_002247.1
chr1	195784767	195784767	0	1	0	_chr1_002247.1
chr1	195784768	195784768	0	1	0	_chr1_002247.1
chr1	195784769	195784769	0	1	0	_chr1_002247.1
chr1	195784770	195784770	0	1	0	_chr1_002247.1
chr1	195784771	195784771	0	1	0	_chr1_002247.1
chr1	195784772	195784772	0	1	0	_chr1_002247.1
chr1	195784773	195784773	0	1	0	_chr1_002247.1
chr1	195784774	195784774	0	1	0	_chr1_002247.1
chr1	195784775	195784775	0	1	0	_chr1_002247.1
chr1	195784776	195784776	0	1	0	_chr1_002247.1
chr1	195784777	195784777	0	1	0	_chr1_002247.1
chr1	195784778	195784778	0	1	0	_chr1_002247.1
chr1	195784779	195784779	0	1	0	_chr1_002247.1
chr1	195784780	195784780	0	1	0	_chr1_002247.1
chr1	195784781	195784781	0	1	0	_chr1_002247.1
chr1	195784782	195784782	0	1	0	_chr1_002247.1
chr1	195784783	195784783	0	1	0	_chr1_002247.1
chr1	195784784	195784784	0	1	0	_chr1_002247.1
chr1	195784785	195784785	0	1	0	_chr1_002247.1
chr1	195784786	195784786	0	1	0	_chr1_002247.1
chr1	195784787	195784787	0	1	0	_chr1_002247.1
chr1	195784947	195784947	0	0	4	_chr1_002247.1
chr1	195784948	195784948	0	0	4	_chr1_002247.1
chr1	195784949	195784949	0	0	4	_chr1_002247.1
chr1	195784950	195784950	0	0	4	_chr1_002247.1
chr1	195784951	195784951	0	0	4	_chr1_002247.1
chr1	195784952	195784952	0	0	4	_chr1_002247.1
chr1	195784953	195784953	0	0	4	_chr1_002247.1
chr1	195784954	195784954	0	0	4	_chr1_002247.1
chr1	195784955	195784955	0	0	4	_chr1_002247.1
chr1	195784956	195784956	0	0	4	_chr1_002247.1
chr1	195784957	195784957	0	0	4	_chr1_002247.1
chr1	195784958	195784958	0	0	4	_chr1_002247.1
chr1	195784959	195784959	0	0	4	_chr1_002247.1
chr1	195784960	195784960	0	0	4	_chr1_002247.1
chr1	195784961	195784961	0	0	4	_chr1_002247.1
chr1	195784962	195784962	0	0	4	_chr1_002247.1
chr1	195784963	195784963	0	0	4	_chr1_002247.1
chr1	195784964	195784964	0	0	4	_chr1_002247.1
chr1	195784965	195784965	0	0	4	_chr1_002247.1
chr1	195784966	195784966	0	0	4	_chr1_002247.1
chr1	195784967	195784967	0	0	4	_chr1_002247.1
chr1	195784968	195784968	0	0	4	_chr1_002247.1
chr1	195784969	195784969	0	0	4	_chr1_002247.1
chr1	195784970	195784970	0	0	4	_chr1_002247.1
chr1	195784984	195784984	0	0	1	_chr1_002247.1
chr1	195784985	195784985	0	0	1	_chr1_002247.1
