row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
_chr4_001587,2638.68673966964,8.03326311006676,0.182004790145126,44.1376466172196,0,0
_chr1_001845,2312.17171833321,8.22864228186541,0.208135654998407,39.5349959713937,0,0
_chr8_000749,969.43341838442,7.28785288803297,0.228836754161683,31.8473879544882,1.43060958492273e-222,1.25040046420863e-218
_chr4_001815,2050.23007374921,9.93260730412324,0.318516383311193,31.1839761611855,1.75719494397102e-213,1.15188521564661e-209
_chr4_000971,1216.69729929492,9.02796773512187,0.308250885495008,29.2877268482918,1.48646850638112e-188,7.79533814116388e-185
_chr1_002826,796.410801950231,6.73758271520507,0.230363455627466,29.2476195794735,4.8144258392336e-188,2.10398433217574e-184
_chr1_001847,2394.66866452009,10.2256879020213,0.369007973759718,27.7112925171634,5.10430785944629e-169,1.91200080546487e-165
_chr12_003748,1800.47330081809,1.17318342135025,0.0431851185157812,27.1663818850359,1.62175787745089e-162,5.31551416307996e-159
_chr8_002488,387.02864922009,6.76749156798967,0.253055915006611,26.743068099447,1.48669254769815e-157,4.33139614368813e-154
_chr4_001123,412.820888441449,7.35130178241034,0.285686288852617,25.7320776994055,5.11653725247106e-146,1.34160723297044e-142
_chr1_002827,902.076072838287,7.64639258439122,0.311143145584921,24.5751599959455,2.32890087063933e-133,5.55146452082126e-130
_chr3_000804,576.792424370719,5.73383824965807,0.236381161440275,24.2567479350794,5.6123712189237e-130,1.22634988109499e-126
_chr12_004860,1269.10250154306,1.94197023193003,0.0829196794705252,23.4198955462716,2.68008994700556e-121,5.40574142311022e-118
_chr12_000302,1197.90933359084,1.30091025350911,0.0557226159845343,23.3461805502846,1.50694872272766e-120,2.82240731847442e-117
_chr12_000071,323.147890121632,2.90478796307712,0.127149360782149,22.8454783036938,1.62075929869578e-115,2.83319530474014e-112
_chr1_001841,355.796236614113,7.18931877597011,0.324461205783841,22.1577145366331,8.79000059282441e-109,1.37607939528866e-105
_chr4_001607,2102.61894401505,11.6138862774818,0.52416223318233,22.1570451708638,8.92160852748072e-109,1.37607939528866e-105
_chr12_000069,324.248006410503,2.76424243505882,0.126178257356155,21.9074386742905,2.20647177551491e-106,3.21421646809869e-103
_chr12_004871,914.17266804657,1.9744965779638,0.0905286261685195,21.8107427620548,1.83473428390359e-105,2.53202987674926e-102
_chr12_000282,2153.06647399085,1.7775234802309,0.0818551936998976,21.7154636118481,1.46557004534379e-104,1.92143560794798e-101
_chr12_003449,466.490151898227,1.8085275307907,0.0838825963649527,21.5602235643999,4.24551538771214e-103,5.30103138005714e-100
_chr12_000304,801.633072752765,1.92556164578308,0.0923708444750519,20.8459894106862,1.65746716340608e-96,1.9754748405305e-93
_chr12_000300,937.106901881324,2.23889020738806,0.109607108465649,20.4265055317077,9.72152338008426e-93,1.10829593282256e-89
_chr4_001793,448.024723291119,4.43323357670296,0.217370022265184,20.3948710613581,1.85703494067064e-92,2.02888804913854e-89
_chr2_004606,1896.88310827533,2.59233857543466,0.127294225327228,20.3649346132605,3.4230943818886e-92,3.59027831150003e-89
_chr4_001604,376.476849578132,8.15235159190978,0.41100183375791,19.8353168339188,1.47583661573041e-87,1.48838122696412e-84
_chr12_003550,1281.31608178852,1.50553910400609,0.0763478206044225,19.7194771518976,1.46737476562356e-86,1.42503828627464e-83
_chr1_002832,245.745398758733,7.34467050886532,0.376856699859022,19.4892926452227,1.35338884391182e-84,1.26740031700756e-81
_chr8_002503,247.164589595435,6.98740248075311,0.360734758622563,19.3699174081088,1.38479511070482e-83,1.25209353785486e-80
_chr4_001118,763.916707968532,10.1584559582801,0.527589569828804,19.2544669933038,1.295004529676e-82,1.13187712575448e-79
_chr12_003845,711.344601750554,1.10778715772425,0.0581720448463898,19.0432906501653,7.4684553453345e-81,6.31710863258116e-78
_chr12_005030,230.517058714188,2.68316610085407,0.141743021029444,18.9297933779519,6.48160982331995e-80,5.31107159928976e-77
_chr12_003814,2680.33279951205,1.04975398047246,0.0558288298035181,18.803080490258,7.12552664597034e-79,5.66177073284813e-76
_chr12_004013,958.787148629574,1.05968795809202,0.0574555202668883,18.4436230525742,5.86746658048427e-76,4.52502474137877e-73
_chr12_000743,1230.92816217689,1.39850645922991,0.076815551602999,18.206032893674,4.62252509999411e-74,3.46306373276988e-71
_chr12_005050,1001.51051342085,1.25082782780599,0.0691366651755118,18.0921053196681,3.67765466288608e-73,2.67866063654266e-70
_chr12_004875,568.001964887267,1.99628122044497,0.110542784248811,18.0589012119662,6.71458534576913e-73,4.75846330679493e-70
_scaffold_1_002439,3290.18963376541,-15.1584322386117,0.841810109904343,-18.0069496199495,1.71841034972239e-72,1.18574836263344e-69
_chr12_004874,1033.70384757693,1.71955383416098,0.0958891693495408,17.932722181509,6.54931205488334e-72,4.4033208048999e-69
_chr12_003652,6610.33013683835,1.33734363639167,0.0748855660575684,17.8584967277083,2.48235285773104e-71,1.62724435706414e-68
_chr12_000259,1570.83456972113,1.10071736552001,0.0617083320767984,17.8374188456451,3.62037517777303e-71,2.31536237893626e-68
_scaffold_1_002748,2860.2145410722,-14.9169875253365,0.837263758634222,-17.8163540121092,5.27654942831886e-71,3.29420006095117e-68
_chr12_004421,1839.07604775809,1.16732358791478,0.065727009253888,17.760181106152,1.43769935829424e-70,8.76695694740307e-68
