row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
_chr12_001886,1239.38739917932,0.869240823936879,0.108466268349284,8.0139276216062,1.11102106638744e-15,1.609005763584e-11
_chr4_002679,462.220662154097,-1.7886465012134,0.224552141179096,-7.96539499388179,1.6469683848549e-15,1.609005763584e-11
_chr12_004881,1663.32743516374,-1.31985612834076,0.167768911893736,-7.86710787739237,3.62933667525119e-15,2.3637869765911e-11
_chr6_001254,448.872927420199,1.02359139767905,0.133139017656874,7.68813992842468,1.49289486161907e-14,7.29241817529375e-11
_chr7_002987,364.121486397795,1.8545203253447,0.251734310672729,7.3669748092293,1.74543450204156e-13,6.82080894707799e-10
_chr4_000324,590.168142438123,1.12788186946402,0.153958318346934,7.32589106957132,2.37316504279146e-13,7.72821196185038e-10
_chr11_003664,435.196655344654,-1.88735565337193,0.266027956722686,-7.09457636190979,1.2974831828419e-12,3.62164627279257e-09
_chr4_001158,193.830565683688,-1.54629702689265,0.221891322499434,-6.96871337497476,3.19852589638234e-12,7.81199968617682e-09
_chr12_002874,250.315969298119,-2.07540551875873,0.299198699110737,-6.93654593060446,4.0180265284007e-12,8.72313559315791e-09
_chr12_003846,1265.24956856063,0.937856652463836,0.137310872453004,6.83017036968304,8.48138467836954e-12,1.65717775230662e-08
_chr4_000566,215.474252479699,-1.85858320005356,0.273984183424243,-6.7835419432796,1.17264727804408e-11,2.08294137870029e-08
_chr2_000699,613.38859555369,-1.6568362154086,0.248366519170211,-6.67093222123525,2.54183601709962e-11,4.13874449484246e-08
_chr9_000519,3602.04624994963,0.552037572907656,0.0842091252044226,6.55555525090128,5.54352192074113e-11,8.33191344687392e-08
_chr9_001397,466.046944421063,-1.39695213157933,0.217387254930727,-6.42609950626814,1.30919720297158e-10,1.82717172491869e-07
_chr12_001731,169.693113337411,1.38441032442629,0.215980873837504,6.40987463300971,1.45639346393959e-10,1.87308990274828e-07
_chr12_000645,106.875935769501,-2.0970753512128,0.327567084981278,-6.40197213750173,1.53382662592623e-10,1.87308990274828e-07
_chr9_003585,164.722482167273,1.26379862695253,0.203856718095953,6.19944556528017,5.66624102097087e-10,6.51251078286764e-07
_chr9_000174,414.918821775885,1.30037615969556,0.210783846756736,6.16924009929618,6.86189646710998e-10,7.44858861504788e-07
_chr5_001379,2492.60011757636,-1.72688630319702,0.281003844916791,-6.14541877072313,7.97528192619557e-10,8.20152808189133e-07
_chr7_000716,282.482016469525,1.34219091056143,0.222617690799795,6.02912960663354,1.64845052906671e-09,1.61045374437173e-06
_chr4_000112,168.906275203109,-1.71627860248462,0.286245391081594,-5.99582964811962,2.02449162529434e-09,1.88364485079172e-06
_chr2_001821,79.9228388957065,2.1246209498069,0.361984678099019,5.86936707090604,4.37461930976436e-09,3.88525848606754e-06
_chr8_002835,472.823448255427,0.647971685697309,0.111870509858923,5.79215815244293,6.94876607734263e-09,5.65716418271657e-06
_chr12_001887,529.877708609151,0.962353570750415,0.166024372507837,5.7964596174275,6.77294840093996e-09,5.65716418271657e-06
_chr4_001567,1214.99054343863,-1.35556798741212,0.235560065202417,-5.75465958649349,8.681655808451e-09,6.62863509400477e-06
_chr7_001916,5056.61639345766,-1.5063635455472,0.261886189570207,-5.75197778859342,8.8205390472452e-09,6.62863509400477e-06
_chr1_004006,1398.55067499216,-1.2259356123278,0.21363096773664,-5.73856695644946,9.5481014442157e-09,6.90964274513076e-06
_chr12_005084,85.7602486025717,1.60842048852056,0.281076614035481,5.72235614136694,1.0505679182317e-08,7.33108805511757e-06
_chr8_001142,281.5822253458,-0.962568362421088,0.169003444630232,-5.69555469432662,1.22971454727828e-08,8.28530777216218e-06
_chr11_003238,1015.74390255165,-1.40120249702889,0.247307550122999,-5.66582983953383,1.46314671680888e-08,9.52947456657623e-06
_chr12_003625,825.78149232016,0.567730463828411,0.103165759203509,5.50309005828653,3.7319166251078e-08,2.35219093348327e-05
_chr7_002113,601.660651609746,0.799353895241954,0.145664366022121,5.48764201617135,4.07334504056329e-08,2.48715902336144e-05
_chr12_002460,1763.43682306085,-1.06084155792796,0.193892457107566,-5.47128843356416,4.46775473927358e-08,2.64531696517171e-05
_chr6_003648,2913.04102031579,-0.739045408013454,0.137044444888175,-5.39274254141783,6.93903422730575e-08,3.98769969903903e-05
_chr2_002470,479.95825497666,-1.12261725137348,0.210724603795941,-5.3274142228811,9.96207989469157e-08,5.5614022589251e-05
_chr10_000669,2456.79931679199,-1.052288373335,0.197791394038308,-5.32019291562905,1.03657276381577e-07,5.62599867561007e-05
_chr8_002985,1824.89046716816,-0.729224561049848,0.137227441273182,-5.31398497475562,1.0725346594248e-07,5.64683126343725e-05
_chr12_001890,356.128569276931,0.780650366273935,0.147024146465701,5.30967453333287,1.09821172020377e-07,5.64683126343725e-05
_chr1_003545,133.595107389475,-1.10896832864756,0.209442137185812,-5.29486732492475,1.19102851477414e-07,5.9274981530389e-05
_chr11_002205,118.262197609626,-1.60899360289357,0.304073942830488,-5.29145505831958,1.21347011680002e-07,5.9274981530389e-05
_chr5_001416,577.343461108302,-0.992848793627416,0.190554986255783,-5.21030078055638,1.88534728861439e-07,8.98482943225283e-05
_chr3_001748,31.7505768213136,-2.39732592434499,0.460546859730274,-5.2053897962718,1.93589808303848e-07,9.006074439164e-05
_chr2_004701,2065.0208723377,-1.07319811228525,0.20678946785214,-5.18981031012959,2.1050841812573e-07,9.565404608741e-05
_chr9_002951,1929.41682043929,-0.615281979260862,0.119241530836465,-5.15996377222544,2.46997633540646e-07,0.000109683790039788
_chr12_000349,4271.8378710026,-0.784670465775262,0.152225631516907,-5.15465403530359,2.54099616258557e-07,0.000110330053379466
